Tournament,Player_Name,Team,Nationality,DOB,Right_Arm_Bowl,Right_Handed_Bat,Bowling_Style,Matched
T20 World Cup,Rob Taylor,Scotland,Scottish,1989-12-21,False,False,,True
T20 World Cup,Josh Davey,Scotland,Scottish,1990-08-03,True,True,MEDIUM_SEAM,True
T20 World Cup,Alasdair Evans,Scotland,Scottish,1989-01-12,True,True,MEDIUM_SEAM,True
T20 World Cup,Gavin Main,Scotland,Scottish,1995-02-28,True,True,FAST_SEAM,True
T20 World Cup,Safyaan Sharif,Scotland,Scottish,1991-05-24,True,True,MEDIUM_SEAM,True
T20 World Cup,Mark Watt,Scotland,Scottish,1996-07-29,False,False,ORTHODOX,True
T20 World Cup,Michael Jones,Scotland,Scottish,1998-01-05,True,True,OFF_SPIN,True
T20 World Cup,Craig Wallace,Scotland,Scottish,1990-06-27,True,True,,True
T20 World Cup,Dylan Budge,Scotland,Scottish,1995-09-11,True,True,MEDIUM_SEAM,True
T20 World Cup,Chris Greaves,Scotland,,1990-10-12,,True,Right-arm leg break,True
T20 World Cup,Hamza Tahir,Scotland,Scottish,1995-11-09,False,True,ORTHODOX,True
T20 World Cup,Brad Wheal,Scotland,Scottish,1996-08-28,True,True,FAST_SEAM,True
T20 World Cup,Brandon McMullen,Scotland,,1999-10-18,,True,Right-arm fast medium,True
T20 World Cup,Chris Sole,Scotland,Scottish,1994-02-27,False,True,,True
T20 World Cup,Ollie Hairs,Scotland,,,,,,False
T20 World Cup,Charlie Tear,Scotland,,2004-06-12,,True,,True
T20 World Cup,Brad Currie,Scotland,,1998-11-08,,True,Left-arm medium fast,True
T20 World Cup,Jack Jarvis,Scotland,,2003-05-29,,True,Right-arm medium fast,True
T20 World Cup,Graeme Smith,South Africa,South African,1981-02-01,True,False,OFF_SPIN,True
T20 World Cup,Gulam Bodi,South Africa,,,,,,False
T20 World Cup,Mark Boucher,South Africa,South African,1976-12-03,True,True,MEDIUM_SEAM,True
T20 World Cup,AB de Villiers,South Africa,South African,1984-02-17,True,True,MEDIUM_SEAM,True
T20 World Cup,Herschelle Gibbs,South Africa,South African,1974-02-23,True,True,LEG_SPIN,True
T20 World Cup,Jean-Paul Duminy,South Africa,,,,,,False
T20 World Cup,Justin Kemp,South Africa,South African,1977-10-02,True,True,FAST_SEAM,True
T20 World Cup,Albie Morkel,South Africa,South African,1981-06-10,False,False,,True
T20 World Cup,Vernon Philander,South Africa,South African,1985-06-24,True,True,FAST_SEAM,True
T20 World Cup,Shaun Pollock,South Africa,South African,1973-07-16,True,True,FAST_SEAM,True
T20 World Cup,Johan van der Wath,South Africa,,,,,,False
T20 World Cup,Morne Morkel,South Africa,South African,1984-10-06,True,False,FAST_SEAM,True
T20 World Cup,Andre Nel,South Africa,South African,1977-07-15,False,True,,True
T20 World Cup,Makhaya Ntini,South Africa,South African,1977-07-06,True,True,FAST_SEAM,True
T20 World Cup,Thandi Tshabalala,South Africa,,,,,,False
T20 World Cup,Johan Botha,South Africa,South African,1982-05-02,False,False,,True
T20 World Cup,Jacques Kallis,South Africa,South African,1975-10-16,True,True,FAST_SEAM,True
T20 World Cup,Justin Ontong,South Africa,,,,,,False
T20 World Cup,Yusuf Abdulla,South Africa,,,,,,False
T20 World Cup,Wayne Parnell,South Africa,South African,1989-07-30,False,False,,True
T20 World Cup,Robin Peterson,South Africa,South African,1979-08-04,False,True,,True
T20 World Cup,Dale Steyn,South Africa,South African,1983-06-27,True,True,FAST_SEAM,True
T20 World Cup,Loots Bosman,South Africa,South African,1977-04-14,False,True,,True
T20 World Cup,Rory Kleinveldt,South Africa,South African,1983-03-15,False,True,,True
T20 World Cup,Charl Langeveldt,South Africa,South African,1974-12-17,False,False,,True
T20 World Cup,Rusty Theron,South Africa,,1985-07-24,True,True,FAST_SEAM,True
T20 World Cup,Hashim Amla,South Africa,South African,1983-03-31,True,True,MEDIUM_SEAM,True
T20 World Cup,Faf du Plessis,South Africa,South African,1984-07-13,True,True,LEG_SPIN,True
T20 World Cup,Richard Levi,South Africa,,,,,,False
T20 World Cup,Farhaan Behardien,South Africa,South African,1983-10-09,False,True,,True
T20 World Cup,Lonwabo Tsotsobe,South Africa,South African,1984-03-07,False,True,,True
T20 World Cup,Quinton de Kock,South Africa,South African,1992-12-17,False,False,,True
T20 World Cup,David Miller,South Africa,South African,1989-06-10,True,False,OFF_SPIN,True
T20 World Cup,Beuran Hendricks,South Africa,South African,1990-06-08,False,False,FAST_SEAM,True
T20 World Cup,Imran Tahir,South Africa,South African,1979-03-27,True,True,LEG_SPIN,True
T20 World Cup,Aaron Phangiso,South Africa,South African,1984-01-21,False,True,,True
T20 World Cup,Rilee Rossouw,South Africa,South African,1989-10-09,False,False,,True
T20 World Cup,Chris Morris,South Africa,South African,1987-04-30,True,True,FAST_SEAM,True
T20 World Cup,Kyle Abbott,South Africa,South African,1987-06-18,False,True,,True
T20 World Cup,Kagiso Rabada,South Africa,South African,1995-05-25,True,False,FAST_SEAM,True
T20 World Cup,Temba Bavuma,South Africa,South African,1990-05-17,True,True,MEDIUM_SEAM,True
T20 World Cup,Reeza Hendricks,South Africa,South African,1989-08-14,True,True,OFF_SPIN,True
T20 World Cup,Heinrich Klaasen,South Africa,South African,1991-07-30,True,True,,True
T20 World Cup,Aiden Markram,South Africa,South African,1994-10-04,True,True,OFF_SPIN,True
T20 World Cup,Rassie van der Dussen,South Africa,South African,1989-02-07,True,True,LEG_SPIN,True
T20 World Cup,Wiaan Mulder,South Africa,South African,1998-02-19,True,True,MEDIUM_SEAM,True
T20 World Cup,Dwaine Pretorius,South Africa,South African,1989-03-29,True,True,MEDIUM_SEAM,True
T20 World Cup,Bjorn Fortuin,South Africa,South African,1994-10-21,False,True,ORTHODOX,True
T20 World Cup,Keshav Maharaj,South Africa,South African,1990-02-07,False,True,ORTHODOX,True
T20 World Cup,Lungi Ngidi,South Africa,South African,1996-03-29,True,True,FAST_SEAM,True
T20 World Cup,Anrich Nortje,South Africa,South African,1993-11-16,True,True,FAST_SEAM,True
T20 World Cup,Tabraiz Shamsi,South Africa,South African,1990-02-18,False,True,UNORTHODOX,True
T20 World Cup,Tristan Stubbs,South Africa,,2000-08-14,,True,Right-arm off spin,True
T20 World Cup,Ryan Rickelton,South Africa,,1996-07-11,,False,Slow left-arm orthodox,True
T20 World Cup,Marco Jansen,South Africa,,2000-05-01,,True,Left-arm fast,True
T20 World Cup,Ottneil Baartman,South Africa,,,,,,False
T20 World Cup,Gerald Coetzee,South Africa,,2000-10-02,,True,Right-arm fast,True
T20 World Cup,Mahela Jayawardene,Sri Lanka,Sri Lankan,1977-05-27,True,True,MEDIUM_SEAM,True
T20 World Cup,Kumar Sangakkara,Sri Lanka,Sri Lankan,1977-10-27,True,False,OFF_SPIN,True
T20 World Cup,Chamara Silva,Sri Lanka,,,,,,False
T20 World Cup,Upul Tharanga,Sri Lanka,Sri Lankan,1985-02-02,False,False,,True
T20 World Cup,Tillakaratne Dilshan,Sri Lanka,Sri Lankan,1976-10-14,True,True,OFF_SPIN,True
T20 World Cup,Hasantha Fernando,Sri Lanka,,,,,,False
T20 World Cup,Sanath Jayasuriya,Sri Lanka,Sri Lankan,1969-06-30,False,False,ORTHODOX,True
T20 World Cup,Kaushal Lokuarachchi,Sri Lanka,,,,,,False
T20 World Cup,Farveez Maharoof,Sri Lanka,Sri Lankan,1984-09-07,True,True,FAST_SEAM,True
T20 World Cup,Jehan Mubarak,Sri Lanka,Sri Lankan,2012-09-06,False,False,,True
T20 World Cup,Dilruwan Perera,Sri Lanka,Sri Lankan,1982-07-22,True,True,OFF_SPIN,True
T20 World Cup,Gayan Wijekoon,Sri Lanka,,,,,,False
T20 World Cup,Dilhara Fernando,Sri Lanka,Sri Lankan,1979-07-19,True,True,FAST_SEAM,True
T20 World Cup,Lasith Malinga,Sri Lanka,Sri Lankan,1983-08-28,True,True,FAST_SEAM,True
T20 World Cup,Chaminda Vaas,Sri Lanka,Sri Lankan,1974-01-27,False,False,FAST_SEAM,True
T20 World Cup,Angelo Mathews,Sri Lanka,Sri Lankan,1987-06-02,True,True,MEDIUM_SEAM,True
T20 World Cup,Isuru Udana,Sri Lanka,Sri Lankan,1988-02-17,False,True,MEDIUM_SEAM,True
T20 World Cup,Muthiah Muralidaran,Sri Lanka,,,,,,False
T20 World Cup,Nuwan Kulasekara,Sri Lanka,Sri Lankan,1982-07-22,True,True,FAST_SEAM,True
T20 World Cup,Ajantha Mendis,Sri Lanka,Sri Lankan,1985-03-11,True,True,OFF_SPIN,True
T20 World Cup,Thilan Thushara,Sri Lanka,,,,,,False
T20 World Cup,Indika de Saram,Sri Lanka,,,,,,False
T20 World Cup,Dinesh Chandimal,Sri Lanka,Sri Lankan,1989-11-18,True,True,OFF_SPIN,True
T20 World Cup,Chamara Kapugedera,Sri Lanka,Sri Lankan,1987-02-24,False,True,,True
T20 World Cup,Chinthaka Jayasinghe,Sri Lanka,,,,,,False
T20 World Cup,Thisara Perera,Sri Lanka,Sri Lankan,1989-04-03,True,False,MEDIUM_SEAM,True
T20 World Cup,Suraj Randiv,Sri Lanka,Sri Lankan,1985-01-30,False,False,,True
T20 World Cup,Chanaka Welegedara,Sri Lanka,,,,,,False
T20 World Cup,Dilshan Munaweera,Sri Lanka,Sri Lankan,1989-04-24,False,True,,True
T20 World Cup,Lahiru Thirimanne,Sri Lanka,Sri Lankan,1989-08-09,True,False,MEDIUM_SEAM,True
T20 World Cup,Akila Dananjaya,Sri Lanka,Sri Lankan,1993-10-04,True,False,OFF_SPIN,True
T20 World Cup,Jeevan Mendis,Sri Lanka,Sri Lankan,1983-01-15,True,False,LEG_SPIN,True
T20 World Cup,Shaminda Eranga,Sri Lanka,Sri Lankan,1986-06-23,False,True,,True
T20 World Cup,Rangana Herath,Sri Lanka,Sri Lankan,1978-03-19,False,False,ORTHODOX,True
T20 World Cup,Kusal Perera,Sri Lanka,Sri Lankan,1990-08-17,False,False,,True
T20 World Cup,Seekkuge Prasanna,Sri Lanka,Sri Lankan,1985-06-27,False,True,,True
T20 World Cup,Suranga Lakmal,Sri Lanka,Sri Lankan,1987-03-10,True,True,FAST_SEAM,True
T20 World Cup,Sachithra Senanayake,Sri Lanka,Sri Lankan,1985-02-09,False,True,,True
T20 World Cup,Shehan Jayasuriya,Sri Lanka,Sri Lankan,1991-09-12,True,False,OFF_SPIN,True
T20 World Cup,Dasun Shanaka,Sri Lanka,Sri Lankan,1991-09-09,True,True,MEDIUM_SEAM,True
T20 World Cup,Milinda Siriwardana,Sri Lanka,Sri Lankan,1985-12-04,False,False,ORTHODOX,True
T20 World Cup,Dushmantha Chameera,Sri Lanka,Sri Lankan,1992-01-11,False,True,,True
T20 World Cup,Jeffrey Vandersay,Sri Lanka,Sri Lankan,1990-02-05,True,True,LEG_SPIN,True
T20 World Cup,Avishka Fernando,Sri Lanka,Sri Lankan,1998-04-05,True,True,MEDIUM_SEAM,True
T20 World Cup,Pathum Nissanka,Sri Lanka,Sri Lankan,1998-05-18,True,True,,True
T20 World Cup,Bhanuka Rajapaksa,Sri Lanka,Sri Lankan,1991-10-24,False,False,,True
T20 World Cup,Charith Asalanka,Sri Lanka,Sri Lankan,1997-06-29,True,False,,True
T20 World Cup,Dhananjaya de Silva,Sri Lanka,Sri Lankan,1991-09-06,True,True,OFF_SPIN,True
T20 World Cup,Chamika Karunaratne,Sri Lanka,Sri Lankan,1996-05-29,True,True,MEDIUM_SEAM,True
T20 World Cup,Binura Fernando,Sri Lanka,Sri Lankan,1995-07-12,False,True,,True
T20 World Cup,Lahiru Kumara,Sri Lanka,Sri Lankan,1997-02-13,True,False,FAST_SEAM,True
T20 World Cup,Maheesh Theekshana,Sri Lanka,Sri Lankan,2000-08-01,True,True,,True
T20 World Cup,Ashen Bandara,Sri Lanka,Sri Lankan,1998-11-23,True,True,LEG_SPIN,True
T20 World Cup,Kusal Mendis,Sri Lanka,Sri Lankan,1995-02-02,True,True,LEG_SPIN,True
T20 World Cup,Asitha Fernando,Sri Lanka,Sri Lankan,1997-07-31,False,True,,True
T20 World Cup,Kasun Rajitha,Sri Lanka,Sri Lankan,1993-06-01,True,True,MEDIUM_SEAM,True
T20 World Cup,Sadeera Samarawickrama,Sri Lanka,Sri Lankan,1995-08-30,True,True,,True
T20 World Cup,Wanindu Hasaranga,Sri Lanka,Sri Lankan,1997-07-29,True,True,LEG_SPIN,True
T20 World Cup,Kamindu Mendis,Sri Lanka,Sri Lankan,1998-09-30,True,False,OFF_SPIN,True
T20 World Cup,Dilshan Madushanka,Sri Lanka,,2000-09-18,,True,Left-arm fast medium,True
T20 World Cup,Matheesha Pathirana,Sri Lanka,,2002-12-18,,True,Right-arm fast,True
T20 World Cup,Nuwan Thushara,Sri Lanka,,1994-08-06,,True,Right-arm fast medium,True
T20 World Cup,Dunith Wellalage,Sri Lanka,,2003-01-09,,False,Slow left-arm orthodox,True
T20 World Cup,Khurram Khan,United Arab Emirates,Emirati,1971-06-21,False,False,,True
T20 World Cup,Amjad Ali,United Arab Emirates,Emirati,1979-09-25,False,False,,True
T20 World Cup,Faizan Asif,United Arab Emirates,,,,,,False
T20 World Cup,Swapnil Patil,United Arab Emirates,Emirati,1985-04-15,False,True,,True
T20 World Cup,Rohan Mustafa,United Arab Emirates,Emirati,1988-10-07,True,False,OFF_SPIN,True
T20 World Cup,Shaiman Anwar,United Arab Emirates,Emirati,1979-03-15,True,True,LEG_SPIN,True
T20 World Cup,Vikrant Shetty,United Arab Emirates,,,,,,False
T20 World Cup,Amjad Javed,United Arab Emirates,Emirati,1980-07-05,False,True,,True
T20 World Cup,Ahmed Raza,United Arab Emirates,Emirati,1988-10-10,False,True,ORTHODOX,True
T20 World Cup,Manjula Guruge,United Arab Emirates,Emirati,1981-02-14,False,True,,True
T20 World Cup,Kamran Shazad,United Arab Emirates,Emirati,1980-08-25,False,True,,True
T20 World Cup,Sharif Asadullah,United Arab Emirates,,,,,,False
T20 World Cup,Shadeep Silva,United Arab Emirates,,,,,,False
T20 World Cup,Moaaz Qazi,United Arab Emirates,,,,,,False
T20 World Cup,Rohit Singh,United Arab Emirates,,,,,,False
T20 World Cup,CP Rizwan,United Arab Emirates,Emirati,1988-04-19,True,True,LEG_SPIN,True
T20 World Cup,Vriitya Aravind,United Arab Emirates,Emirati,2002-06-11,True,True,,True
T20 World Cup,Basil Hameed,United Arab Emirates,,,True,True,MEDIUM_SEAM,True
T20 World Cup,Chirag Suri,United Arab Emirates,Emirati,1995-02-18,True,True,OFF_SPIN,True
T20 World Cup,Muhammad Waseem,United Arab Emirates,,,,,,False
T20 World Cup,Alishan Sharafu,United Arab Emirates,Emirati,2003-01-10,True,True,MEDIUM_SEAM,True
T20 World Cup,Aayan Afzal Khan,United Arab Emirates,,,,,,False
T20 World Cup,Fahad Nawaz,United Arab Emirates,Emirati,2000-01-15,False,True,ORTHODOX,True
T20 World Cup,Kashif Daud,United Arab Emirates,,,True,True,MEDIUM_SEAM,True
T20 World Cup,Aryan Lakra,United Arab Emirates,,,,,,False
T20 World Cup,Junaid Siddique,United Arab Emirates,Bangladeshi,1987-10-30,False,False,,True
T20 World Cup,Karthik Meiyappan,United Arab Emirates,,,,,,False
T20 World Cup,Sabir Ali,United Arab Emirates,,,,,,False
T20 World Cup,Zahoor Khan,United Arab Emirates,Emirati,1989-05-25,True,True,MEDIUM_SEAM,True
T20 World Cup,Fred Achelam,Uganda,,2001-01-27,,True,,True
T20 World Cup,Roger Mukasa,Uganda,,1989-05-22,,True,Right-arm off break,True
T20 World Cup,Robinson Obuya,Uganda,,2000-12-12,,True,,True
T20 World Cup,Ronak Patel,Uganda,,1988-08-18,,True,Slow left-arm orthodox,True
T20 World Cup,Simon Ssesazi,Uganda,,1996-06-06,,False,Right-arm slow,True
T20 World Cup,Riazat Ali Shah,Uganda,,1998-02-20,,True,Right-arm medium,True
T20 World Cup,Dinesh Nakrani,Uganda,,1991-09-21,,False,Left-arm medium,True
T20 World Cup,Frank Nsubuga,Uganda,,1980-08-20,,True,Slow left-arm orthodox,True
T20 World Cup,Alpesh Ramjani,Uganda,,1994-09-24,,False,Slow left-arm orthodox,True
T20 World Cup,Kenneth Waiswa,Uganda,,1998-11-11,,True,Right-arm medium,True
T20 World Cup,Brian Masaba,Uganda,,1991-09-22,,True,Right-arm fast medium,True
T20 World Cup,Bilal Hassan,Uganda,,1990-04-15,,True,Right-arm medium fast,True
T20 World Cup,Cosmas Kyewuta,Uganda,,2001-12-28,,True,Right-arm medium,True
T20 World Cup,Juma Miyagi,Uganda,,2003-04-05,,True,Right-arm medium,True
T20 World Cup,Henry Ssenyondo,Uganda,,1993-08-12,,True,Slow left-arm orthodox,True
T20 World Cup,Monank Patel,United States of America,American,1993-05-01,True,True,,True
T20 World Cup,Aaron Jones,United States of America,American,1994-10-19,True,True,LEG_SPIN,True
T20 World Cup,Andries Gous,United States of America,,1994-11-24,,True,,True
T20 World Cup,Nitish Kumar,United States of America,Canadian,1994-05-21,False,True,,True
T20 World Cup,Shayan Jahangir,United States of America,,1994-12-24,,True,Right-arm fast medium,True
T20 World Cup,Steven Taylor,United States of America,American,1993-11-09,True,False,OFF_SPIN,True
T20 World Cup,Harmeet Singh,United States of America,,,,,,False
T20 World Cup,Milind Kumar,United States of America,,1991-02-15,,True,Right-arm off break,True
T20 World Cup,Nisarg Patel,United States of America,American,1988-04-20,False,True,ORTHODOX,True
T20 World Cup,Shadley van Schalkwyk,United States of America,,1988-07-05,,False,Right-arm medium,True
T20 World Cup,Ali Khan,United States of America,,,True,True,,True
T20 World Cup,Jasdeep Singh,United States of America,American,1993-02-10,True,True,MEDIUM_SEAM,True
T20 World Cup,Nosthush Kenjige,United States of America,American,1991-03-02,False,True,ORTHODOX,True
T20 World Cup,Saurabh Netravalkar,United States of America,,1991-10-16,False,True,FAST_SEAM,True
T20 World Cup,Ramnaresh Sarwan,West Indies,West Indian,1980-06-23,True,True,LEG_SPIN,True
T20 World Cup,Shivnarine Chanderpaul,West Indies,West Indian,1974-08-16,True,False,LEG_SPIN,True
T20 World Cup,Narsingh Deonarine,West Indies,West Indian,1983-08-16,False,True,,True
T20 World Cup,Runako Morton,West Indies,,,,,,False
T20 World Cup,Denesh Ramdin,West Indies,West Indian,1985-03-13,False,True,,True
T20 World Cup,Marlon Samuels,West Indies,West Indian,1981-02-05,True,True,OFF_SPIN,True
T20 World Cup,Devon Smith,West Indies,West Indian,1981-10-21,False,False,,True
T20 World Cup,Dwayne Bravo,West Indies,West Indian,1983-10-07,True,True,MEDIUM_SEAM,True
T20 World Cup,Chris Gayle,West Indies,West Indian,1979-09-21,True,False,OFF_SPIN,True
T20 World Cup,Daren Sammy,West Indies,West Indian,1983-12-20,False,True,,True
T20 World Cup,Dwayne Smith,West Indies,West Indian,1983-04-12,True,True,,True
T20 World Cup,Pedro Collins,West Indies,Barbados,1976-08-12,False,True,,True
T20 World Cup,Fidel Edwards,West Indies,,,,,,False
T20 World Cup,Daren Powell,West Indies,Jamaican,1978-04-15,False,True,,True
T20 World Cup,Ravi Rampaul,West Indies,West Indian,1984-10-15,True,True,FAST_SEAM,True
T20 World Cup,Andre Fletcher,West Indies,West Indian,1987-11-28,False,True,,True
T20 World Cup,Xavier Marshall,West Indies,American,1986-03-27,True,True,OFF_SPIN,True
T20 World Cup,Lendl Simmons,West Indies,West Indian,1985-01-25,True,True,,True
T20 World Cup,Kieron Pollard,West Indies,West Indian,1987-05-12,True,True,MEDIUM_SEAM,True
T20 World Cup,Lionel Baker,West Indies,,,,,,False
T20 World Cup,Sulieman Benn,West Indies,West Indian,1981-07-22,False,False,,True
T20 World Cup,Jerome Taylor,West Indies,West Indian,1984-06-22,True,True,FAST_SEAM,True
T20 World Cup,David Bernard,West Indies,,,,,,False
T20 World Cup,Wavell Hinds,West Indies,Jamaican,1976-09-07,False,True,,True
T20 World Cup,Nikita Miller,West Indies,West Indian,1982-05-16,False,True,,True
T20 World Cup,Kemar Roach,West Indies,West Indian,1988-06-30,True,True,FAST_SEAM,True
T20 World Cup,Darren Bravo,West Indies,West Indian,1989-02-06,True,False,MEDIUM_SEAM,True
T20 World Cup,Johnson Charles,West Indies,West Indian,1989-01-14,False,True,,True
T20 World Cup,Sunil Narine,West Indies,West Indian,1988-05-26,True,False,OFF_SPIN,True
T20 World Cup,Andre Russell,West Indies,West Indian,1988-04-29,True,True,FAST_SEAM,True
T20 World Cup,Samuel Badree,West Indies,,,,,,False
T20 World Cup,Sheldon Cottrell,West Indies,West Indian,1989-08-19,False,True,FAST_SEAM,True
T20 World Cup,Krishmar Santokie,West Indies,,,,,,False
T20 World Cup,Evin Lewis,West Indies,West Indian,1991-12-27,False,False,,True
T20 World Cup,Carlos Brathwaite,West Indies,West Indian,1988-07-18,True,True,MEDIUM_SEAM,True
T20 World Cup,Jason Holder,West Indies,West Indian,1991-11-05,True,True,MEDIUM_SEAM,True
T20 World Cup,Ashley Nurse,West Indies,West Indian,1988-12-22,True,True,OFF_SPIN,True
T20 World Cup,Nicholas Pooran,West Indies,West Indian,1995-10-02,False,False,,True
T20 World Cup,Shimron Hetmyer,West Indies,West Indian,1996-12-26,False,False,,True
T20 World Cup,Roston Chase,West Indies,West Indian,1992-03-22,True,True,OFF_SPIN,True
T20 World Cup,Akeal Hosein,West Indies,West Indian,1993-04-25,False,False,ORTHODOX,True
T20 World Cup,Oshane Thomas,West Indies,West Indian,1997-02-18,True,False,FAST_SEAM,True
T20 World Cup,Hayden Walsh,West Indies,West Indian,1992-04-23,True,False,LEG_SPIN,True
T20 World Cup,Rovman Powell,West Indies,West Indian,1993-07-23,True,True,MEDIUM_SEAM,True
T20 World Cup,Shamarh Brooks,West Indies,West Indian,1988-10-01,True,True,,True
T20 World Cup,Brandon King,West Indies,West Indian,1994-12-16,True,True,,True
T20 World Cup,Kyle Mayers,West Indies,West Indian,1992-09-08,False,False,,True
T20 World Cup,Raymon Reifer,West Indies,West Indian,1991-05-11,False,False,MEDIUM_SEAM,True
T20 World Cup,Odean Smith,West Indies,West Indian,1996-11-01,True,True,MEDIUM_SEAM,True
T20 World Cup,Yannic Cariah,West Indies,,,,,,False
T20 World Cup,Alzarri Joseph,West Indies,West Indian,1996-11-20,True,True,FAST_SEAM,True
T20 World Cup,Obed McCoy,West Indies,West Indian,1997-01-04,False,True,,True
T20 World Cup,Shai Hope,West Indies,West Indian,1993-11-10,True,True,,True
T20 World Cup,Sherfane Rutherford,West Indies,,1998-08-15,,False,Right-arm medium fast,True
T20 World Cup,Romario Shepherd,West Indies,West Indian,1994-11-26,True,True,MEDIUM_SEAM,True
T20 World Cup,Shamar Joseph,West Indies,,1999-08-31,,False,Right-arm fast,True
T20 World Cup,Gudakesh Motie,West Indies,,1995-03-29,,False,Slow left-arm orthodox,True
T20 World Cup,Chamu Chibhabha,Zimbabwe,Zimbabwean,1986-09-06,True,True,MEDIUM_SEAM,True
T20 World Cup,Timycen Maruma,Zimbabwe,Zimbabwean,1988-04-19,True,True,LEG_SPIN,True
T20 World Cup,Hamilton Masakadza,Zimbabwe,Zimbabwean,1983-08-09,True,True,MEDIUM_SEAM,True
T20 World Cup,Stuart Matsikenyeri,Zimbabwe,Zimbabwean,1983-05-03,False,True,,True
T20 World Cup,Vusi Sibanda,Zimbabwe,Zimbabwean,1983-10-10,False,True,,True
T20 World Cup,Tatenda Taibu,Zimbabwe,Zimbabwean,1983-05-14,False,True,,True
T20 World Cup,Brendan Taylor,Zimbabwe,Zimbabwean,1986-02-06,True,True,OFF_SPIN,True
T20 World Cup,Sean Williams,Zimbabwe,Zimbabwean,1986-09-26,False,False,ORTHODOX,True
T20 World Cup,Elton Chigumbura,Zimbabwe,Zimbabwean,1986-03-14,False,True,,True
T20 World Cup,Keith Dabengwa,Zimbabwe,,,,,,False
T20 World Cup,Prosper Utseya,Zimbabwe,Zimbabwean,1985-03-26,True,True,OFF_SPIN,True
T20 World Cup,Gary Brent,Zimbabwe,,,,,,False
T20 World Cup,Chris Mpofu,Zimbabwe,Zimbabwean,1985-11-27,True,True,FAST_SEAM,True
T20 World Cup,Tawanda Mupariwa,Zimbabwe,Zimbabwean,1985-04-16,False,True,,True
T20 World Cup,Johnson Marumisa,Zimbabwe,,,,,,False
T20 World Cup,Charles Coventry,Zimbabwe,Zimbabwean,1983-03-08,False,True,,True
T20 World Cup,Craig Ervine,Zimbabwe,Zimbabwean,1985-08-19,True,False,OFF_SPIN,True
T20 World Cup,Andy Blignaut,Zimbabwe,Zimbabwean,1978-08-01,False,True,,True
T20 World Cup,Greg Lamb,Zimbabwe,,,,,,False
T20 World Cup,Graeme Cremer,Zimbabwe,Zimbabwean,1986-09-19,False,True,,True
T20 World Cup,Ray Price,Zimbabwe,Zimbabwean,1976-06-12,False,True,,True
T20 World Cup,Forster Mutizwa,Zimbabwe,,,,,,False
T20 World Cup,Malcolm Waller,Zimbabwe,Zimbabwean,1984-02-28,False,True,,True
T20 World Cup,Kyle Jarvis,Zimbabwe,Zimbabwean,1989-02-16,True,True,FAST_SEAM,True
T20 World Cup,Brian Vitori,Zimbabwe,Zimbabwean,1990-02-22,False,False,,True
T20 World Cup,Richard Muzhange,Zimbabwe,,,,,,False
T20 World Cup,Tafadzwa Kamungozi,Zimbabwe,Zimbabwean,1987-06-08,False,True,,True
T20 World Cup,Sikandar Raza,Zimbabwe,Zimbabwean,1986-04-24,True,True,OFF_SPIN,True
T20 World Cup,Tendai Chatara,Zimbabwe,Zimbabwean,1991-02-28,True,True,FAST_SEAM,True
T20 World Cup,Shingi Masakadza,Zimbabwe,Zimbabwean,1986-09-04,False,True,,True
T20 World Cup,Natsai M'shangwe,Zimbabwe,Zimbabwean,1991-02-09,False,True,,True
T20 World Cup,Tinashe Panyangara,Zimbabwe,Zimbabwean,1985-10-21,False,True,,True
T20 World Cup,Peter Moor,Zimbabwe,Zimbabwean,1992-02-02,True,True,OFF_SPIN,True
T20 World Cup,Richmond Mutumbami,Zimbabwe,Zimbabwean,1989-06-11,True,True,OFF_SPIN,True
T20 World Cup,Tendai Chisoro,Zimbabwe,Zimbabwean,1988-02-12,False,False,,True
T20 World Cup,Wellington Masakadza,Zimbabwe,Zimbabwean,1993-10-04,False,False,,True
T20 World Cup,Donald Tiripano,Zimbabwe,Zimbabwean,1988-03-17,True,True,FAST_SEAM,True
T20 World Cup,Regis Chakabva,Zimbabwe,Zimbabwean,1987-09-20,True,True,OFF_SPIN,True
T20 World Cup,Clive Madande,Zimbabwe,,,,,,False
T20 World Cup,Milton Shumba,Zimbabwe,Zimbabwean,2000-10-19,False,True,,True
T20 World Cup,Ryan Burl,Zimbabwe,Zimbabwean,1994-04-15,True,False,LEG_SPIN,True
T20 World Cup,Brad Evans,Zimbabwe,,,,,,False
T20 World Cup,Luke Jongwe,Zimbabwe,Zimbabwean,1995-02-06,False,True,,True
T20 World Cup,Wessly Madhevere,Zimbabwe,Zimbabwean,2000-09-04,True,True,OFF_SPIN,True
T20 World Cup,Tony Munyonga,Zimbabwe,,,,,,False
T20 World Cup,Blessing Muzarabani,Zimbabwe,Zimbabwean,1996-10-02,True,True,FAST_SEAM,True
T20 World Cup,Richard Ngarava,Zimbabwe,Zimbabwean,1997-12-28,False,False,,True
