team,year,player_name,dob,batting_style,bowling_style,nationality
Ireland,2010,John Mooney,1982-02-10,Left-handed,Right-arm medium,Irish
Ireland,2010,Kevin O'Brien,1984-03-04,Right-handed,Medium seam,Irish
Ireland,2010,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2010,Andrew White,1980-07-03,Right-handed,Right-arm off break,Irish
Ireland,2010,Peter Connell,,,,
Ireland,2010,Alex Cusack,1980-10-29,Right-handed,Right-arm medium,Irish
Ireland,2010,Trent Johnston,1974-04-29,Right-handed,Right-arm fast-medium,Irish
Ireland,2010,Gary Kidd,,,,
Ireland,2010,Boyd Rankin,1984-07-05,Left-handed,Fast seam,Irish
Ireland,2012,William Porterfield,1984-09-06,Left-handed,Off spin,Irish
Ireland,2012,Ed Joyce,1978-09-22,Left-handed,Right-arm medium,Irish
Ireland,2012,Niall O'Brien,1981-11-08,Left-handed,Wicket-keeper,Irish
Ireland,2012,Gary Wilson,1986-02-05,Right-handed,Wicket-keeper,Irish
Ireland,2012,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2012,Nigel Jones,1985-11-22,Right-handed,Right-arm off break,
Ireland,2012,Kevin O'Brien,1984-03-04,Right-handed,Medium seam,Irish
Ireland,2012,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2012,Andrew White,1980-07-03,Right-handed,Right-arm off break,Irish
Ireland,2012,Alex Cusack,1980-10-29,Right-handed,Right-arm medium,Irish
Ireland,2012,Trent Johnston,1974-04-29,Right-handed,Right-arm fast-medium,Irish
Ireland,2012,Tim Murtagh,1981-08-02,Left-handed,Right-arm fast-medium,Irish
Ireland,2012,Boyd Rankin,1984-07-05,Left-handed,Fast seam,Irish
Ireland,2012,Max Sorensen,1985-11-18,Right-handed,,Irish
Ireland,2012,Stuart Thompson,1991-08-15,Left-handed,Medium seam,Irish
Ireland,2014,William Porterfield,1984-09-06,Left-handed,Off spin,Irish
Ireland,2014,Ed Joyce,1978-09-22,Left-handed,Right-arm medium,Irish
Ireland,2014,Niall O'Brien,1981-11-08,Left-handed,Wicket-keeper,Irish
Ireland,2014,Andrew Poynter,,,,
Ireland,2014,James Shannon,,,,
Ireland,2014,Gary Wilson,1986-02-05,Right-handed,Wicket-keeper,Irish
Ireland,2014,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2014,Andy McBrine,1993-04-30,Right-handed,Off spin,Irish
Ireland,2014,Kevin O'Brien,1984-03-04,Right-handed,Medium seam,Irish
Ireland,2014,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2014,Alex Cusack,1980-10-29,Right-handed,Right-arm medium,Irish
Ireland,2014,Tim Murtagh,1981-08-02,Left-handed,Right-arm fast-medium,Irish
Ireland,2014,Max Sorensen,1985-11-18,Right-handed,,Irish
Ireland,2014,Stuart Thompson,1991-08-15,Left-handed,Medium seam,Irish
Ireland,2014,Craig Young,1990-04-04,Right-handed,Fast seam,Irish
Ireland,2016,William Porterfield,1984-09-06,Left-handed,Off spin,Irish
Ireland,2016,Andy Balbirnie,,Right-handed,,
Ireland,2016,Niall O'Brien,1981-11-08,Left-handed,Wicket-keeper,Irish
Ireland,2016,Stuart Poynter,1990-10-18,Right-handed,,Irish
Ireland,2016,Andrew Poynter,,,,
Ireland,2016,Gary Wilson,1986-02-05,Right-handed,Wicket-keeper,Irish
Ireland,2016,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2016,Andy McBrine,1993-04-30,Right-handed,Off spin,Irish
Ireland,2016,Kevin O'Brien,1984-03-04,Right-handed,Medium seam,Irish
Ireland,2016,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2016,Tim Murtagh,1981-08-02,Left-handed,Right-arm fast-medium,Irish
Ireland,2016,Boyd Rankin,1984-07-05,Left-handed,Fast seam,Irish
Ireland,2016,Max Sorensen,1985-11-18,Right-handed,,Irish
Ireland,2016,Stuart Thompson,1991-08-15,Left-handed,Medium seam,Irish
Ireland,2016,Craig Young,1990-04-04,Right-handed,Fast seam,Irish
Ireland,2021,Andy Balbirnie,,Right-handed,,
Ireland,2021,Neil Rock,2000-09-24,Left-handed,,
Ireland,2021,Harry Tector,1999-11-06,Right-handed,Right-arm off break,Irish
Ireland,2021,Lorcan Tucker,1996-09-10,Right-handed,,Irish
Ireland,2021,Mark Adair,1996-03-27,Right-handed,Fast seam,Irish
Ireland,2021,Curtis Campher,1999-04-20,Right-handed,Medium seam,Irish
Ireland,2021,Gareth Delany,1997-04-28,Right-handed,Leg spin,Irish
Ireland,2021,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2021,Andy McBrine,1993-04-30,Right-handed,Off spin,Irish
Ireland,2021,Kevin O'Brien,1984-03-04,Right-handed,Medium seam,Irish
Ireland,2021,Simi Singh,1987-02-04,Right-handed,Off spin,Irish
Ireland,2021,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2021,Josh Little,1999-11-01,Right-handed,Fast seam,Irish
Ireland,2021,Ben White,1998-08-29,Right-handed,Right-arm leg break,
Ireland,2021,Craig Young,1990-04-04,Right-handed,Fast seam,Irish
Ireland,2022,Andy Balbirnie,,Right-handed,,
Ireland,2022,Stephen Doheny,,,,
Ireland,2022,Harry Tector,1999-11-06,Right-handed,Right-arm off break,Irish
Ireland,2022,Lorcan Tucker,1996-09-10,Right-handed,,Irish
Ireland,2022,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2022,Mark Adair,1996-03-27,Right-handed,Fast seam,Irish
Ireland,2022,Curtis Campher,1999-04-20,Right-handed,Medium seam,Irish
Ireland,2022,Gareth Delany,1997-04-28,Right-handed,Leg spin,Irish
Ireland,2022,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2022,Fionn Hand,,,,
Ireland,2022,Simi Singh,1987-02-04,Right-handed,Off spin,Irish
Ireland,2022,Graham Hume,1990-11-23,Left-handed,Right-arm medium-fast,
Ireland,2022,Josh Little,1999-11-01,Right-handed,Fast seam,Irish
Ireland,2022,Barry McCarthy,1992-09-13,Right-handed,Medium seam,Irish
Ireland,2022,Conor Olphert,,,,
Ireland,2024,Ross Adair,1994-04-21,Right-handed,Slow left-arm orthodox,
Ireland,2024,Andy Balbirnie,,Right-handed,,
Ireland,2024,Neil Rock,2000-09-24,Left-handed,,
Ireland,2024,Harry Tector,1999-11-06,Right-handed,Right-arm off break,Irish
Ireland,2024,Lorcan Tucker,1996-09-10,Right-handed,,Irish
Ireland,2024,Paul Stirling,1990-09-03,Right-handed,Off spin,Irish
Ireland,2024,Mark Adair,1996-03-27,Right-handed,Fast seam,Irish
Ireland,2024,Curtis Campher,1999-04-20,Right-handed,Medium seam,Irish
Ireland,2024,Gareth Delany,1997-04-28,Right-handed,Leg spin,Irish
Ireland,2024,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2024,Graham Hume,1990-11-23,Left-handed,Right-arm medium-fast,
Ireland,2024,Josh Little,1999-11-01,Right-handed,Fast seam,Irish
Ireland,2024,Barry McCarthy,1992-09-13,Right-handed,Medium seam,Irish
Ireland,2024,Ben White,1998-08-29,Right-handed,Right-arm leg break,
Ireland,2024,Craig Young,1990-04-04,Right-handed,Fast seam,Irish
Namibia,2021,Stephan Baard,1992-04-29,Right-handed,Medium seam,Namibian
Namibia,2021,Karl Birkenstock,1996-03-27,Left-handed,Fast seam,Namibian
Namibia,2021,Michau du Preez,1996-01-03,Right-handed,,Namibian
Namibia,2021,Zane Green,1996-10-11,Left-handed,,Namibian
Namibia,2021,Craig Williams,1984-02-25,Right-handed,Medium seam,Namibian
Namibia,2021,Pikky Ya France,1990-04-23,Right-handed,Off spin,Namibian
Namibia,2021,Gerhard Erasmus,1995-04-11,Right-handed,Off spin,Namibian
Namibia,2021,JJ Smit,1995-11-10,Right-handed,Medium seam,Namibian
Namibia,2021,Jan Frylinck,1994-04-06,Left-handed,Fast seam,Namibian
Namibia,2021,Jan Nicol Loftie-Eaton,,,,
Namibia,2021,Michael van Lingen,1997-10-24,Left-handed,Medium seam,Namibian
Namibia,2021,David Wiese,1985-05-18,Right-handed,Medium seam,Namibian
Namibia,2021,Bernard Scholtz,1990-10-03,Right-handed,Orthodox spin,Namibian
Namibia,2021,Ben Shikongo,2000-05-08,Right-handed,,Namibian
Namibia,2021,Ruben Trumpelmann,1998-02-01,Right-handed,Fast seam,Namibian
Namibia,2022,Stephan Baard,1992-04-29,Right-handed,Medium seam,Namibian
Namibia,2022,Karl Birkenstock,1996-03-27,Left-handed,Fast seam,Namibian
Namibia,2022,Zane Green,1996-10-11,Left-handed,,Namibian
Namibia,2022,Divan la Cock,,,,
Namibia,2022,Lo-handre Louwrens,,,,
Namibia,2022,Pikky Ya France,1990-04-23,Right-handed,Off spin,Namibian
Namibia,2022,Gerhard Erasmus,1995-04-11,Right-handed,Off spin,Namibian
Namibia,2022,Jan Frylinck,1994-04-06,Left-handed,Fast seam,Namibian
Namibia,2022,Jan Nicol Loftie-Eaton,,,,
Namibia,2022,JJ Smit,1995-11-10,Right-handed,Medium seam,Namibian
Namibia,2022,Michael van Lingen,1997-10-24,Left-handed,Medium seam,Namibian
Namibia,2022,David Wiese,1985-05-18,Right-handed,Medium seam,Namibian
Namibia,2022,Tangeni Lungameni,1992-04-17,Left-handed,Left-arm medium,
Namibia,2022,Bernard Scholtz,1990-10-03,Right-handed,Orthodox spin,Namibian
Namibia,2022,Ben Shikongo,2000-05-08,Right-handed,,Namibian
Namibia,2022,Ruben Trumpelmann,1998-02-01,Right-handed,Fast seam,Namibian
Namibia,2024,Nikolaas Davin,,,,
Namibia,2024,Zane Green,1996-10-11,Left-handed,,Namibian
Namibia,2024,JP Kotze,1994-04-23,Left-handed,,Namibian
Namibia,2024,Malan Kruger,1995-08-12,Right-handed,,
Namibia,2024,Dylan Leicher,2004-03-03,Right-handed,Right-arm medium,
Namibia,2024,Gerhard Erasmus,1995-04-11,Right-handed,Off spin,Namibian
Namibia,2024,JJ Smit,1995-11-10,Right-handed,Medium seam,Namibian
Namibia,2024,Jan Frylinck,1994-04-06,Left-handed,Fast seam,Namibian
Namibia,2024,Michael van Lingen,1997-10-24,Left-handed,Medium seam,Namibian
Namibia,2024,David Wiese,1985-05-18,Right-handed,Medium seam,Namibian
Namibia,2024,Peter-Daniel Blignaut,2005-10-21,Right-handed,Slow left-arm orthodox,
Namibia,2024,Jack Brassell,2005-03-31,Right-handed,Right-arm medium,
Namibia,2024,Tangeni Lungameni,1992-04-17,Left-handed,Left-arm medium,
Namibia,2024,Bernard Scholtz,1990-10-03,Right-handed,Orthodox spin,Namibian
Namibia,2024,Ben Shikongo,2000-05-08,Right-handed,,Namibian
Namibia,2024,Ruben Trumpelmann,1998-02-01,Right-handed,Fast seam,Namibian
Nepal,2014,Pradeep Airee,1992-09-01,Right-handed,,Nepalese
Nepal,2014,Binod Bhandari,1990-01-25,Right-handed,,Nepalese
Nepal,2014,Naresh Budayair,,,,
Nepal,2014,Subash Khakurel,1993-04-07,Right-handed,,Nepalese
Nepal,2014,Gyanendra Malla,1990-09-16,Right-handed,,Nepalese
Nepal,2014,Anil Mandal,,,,
Nepal,2014,Sagar Pun,1993-03-01,Right-handed,,Nepalese
Nepal,2014,Sharad Vesawkar,1988-10-06,Right-handed,Off spin,Nepalese
Nepal,2014,Paras Khadka,1987-10-24,Right-handed,Medium seam,Nepalese
Nepal,2014,Sompal Kami,1996-02-02,Right-handed,Right-arm medium-fast,Nepalese
Nepal,2014,Amrit Bhattarai,,,,
Nepal,2014,Shakti Gauchan,1984-04-22,Right-handed,,Nepalese
Nepal,2014,Jitendra Mukhiya,,,,
Nepal,2014,Basant Regmi,1986-04-06,Left-handed,,Nepalese
Nepal,2014,Rahul Vishwakarma,,,,
Nepal,2024,Aasif Sheikh,2001-01-22,Right-handed,,NP
Nepal,2024,Dipendra Singh Airee,2000-01-24,Right-handed,Medium seam,Nepalese
Nepal,2024,Kushal Bhurtel,1997-01-22,Right-handed,Medium seam,NP
Nepal,2024,Sundeep Jora,2001-10-20,Right-handed,,Nepalese
Nepal,2024,Anil Sah,1998-11-17,Right-handed,Off spin,Nepalese
Nepal,2024,Rohit Paudel,2002-09-02,Right-handed,Medium seam,Nepalese
Nepal,2024,Gulsan Jha,,Left-handed,,
Nepal,2024,Karan KC,1991-10-10,Right-handed,Fast seam,Nepalese
Nepal,2024,Kushal Malla,2004-03-05,Left-handed,Orthodox spin,Nepalese
Nepal,2024,Sompal Kami,1996-02-02,Right-handed,Right-arm medium-fast,Nepalese
Nepal,2024,Kamal Airee,,,,
Nepal,2024,Abinash Bohara,1997-07-30,Right-handed,Medium seam,Nepalese
Nepal,2024,Sagar Dhakal,2001-12-14,Right-handed,,
Nepal,2024,Sandeep Lamichhane,2000-08-14,Right-handed,Leg spin,Nepalese
Nepal,2024,Lalit Rajbanshi,1999-02-27,Right-handed,Orthodox spin,Nepalese
Netherlands,2009,Jeroen Smits,1972-06-21,Right-handed,Wicket-keeper,Dutch
Netherlands,2009,Tom de Grooth,1979-05-14,Right-handed,,Dutch
Netherlands,2009,Tim Gruijters,,,,
Netherlands,2009,Alexei Kervezee,1989-09-11,Right-handed,Right-arm medium,Namibian
Netherlands,2009,Darron Reekers,1973-05-26,Right-handed,Right-arm medium,New Zealander
Netherlands,2009,Eric Szwarczynski,1983-02-13,Right-handed,Right-arm medium,Dutch
Netherlands,2009,Bas Zuiderent,1977-03-03,Right-handed,Right-arm medium,
Netherlands,2009,Peter Borren,1983-08-21,Right-handed,Right-arm medium,Dutch
Netherlands,2009,Mudassar Bukhari,1983-12-26,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2009,Pieter Seelaar,1987-07-02,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2009,Ryan ten Doeschate,1980-06-30,Left-handed,Right-arm medium-fast,Dutch
Netherlands,2009,Daan van Bunge,1982-10-19,Right-handed,Right-arm leg break,Dutch
Netherlands,2009,Maurits Jonkman,,,,
Netherlands,2009,Dirk Nannes,,,,
Netherlands,2009,Edgar Schiferli,1976-05-17,Right-handed,Right-arm fast-medium,Dutch
Netherlands,2014,Wesley Barresi,1984-05-03,Right-handed,Right-arm off spin,Dutch
Netherlands,2014,Tom Cooper,1986-11-26,Right-handed,Right-arm leg break,Australian
Netherlands,2014,Ben Cooper,1992-02-10,Left-handed,,Dutch
Netherlands,2014,Tom Heggelman,,,,
Netherlands,2014,Stephan Myburgh,1984-02-28,Left-handed,,Dutch
Netherlands,2014,Michael Swart,1982-10-01,Right-handed,,Dutch
Netherlands,2014,Eric Szwarczynski,1983-02-13,Right-handed,Right-arm medium,Dutch
Netherlands,2014,Peter Borren,1983-08-21,Right-handed,Right-arm medium,Dutch
Netherlands,2014,Mudassar Bukhari,1983-12-26,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2014,Michael Rippon,1991-09-14,Right-handed,,Dutch
Netherlands,2014,Pieter Seelaar,1987-07-02,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2014,Ahsan Malik,1989-08-28,Right-handed,,Dutch
Netherlands,2014,Vivian Kingma,1994-10-23,Right-handed,,Dutch
Netherlands,2014,Logan van Beek,1990-09-07,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2014,Timm van der Gugten,1991-02-25,Right-handed,Right-arm medium fast,Dutch
Netherlands,2016,Wesley Barresi,1984-05-03,Right-handed,Right-arm off spin,Dutch
Netherlands,2016,Tom Cooper,1986-11-26,Right-handed,Right-arm leg break,Australian
Netherlands,2016,Ben Cooper,1992-02-10,Left-handed,,Dutch
Netherlands,2016,Stephan Myburgh,1984-02-28,Left-handed,,Dutch
Netherlands,2016,Max O'Dowd,1994-03-04,Right-handed,Off spin,Dutch
Netherlands,2016,Peter Borren,1983-08-21,Right-handed,Right-arm medium,Dutch
Netherlands,2016,Mudassar Bukhari,1983-12-26,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2016,Michael Rippon,1991-09-14,Right-handed,,Dutch
Netherlands,2016,Pieter Seelaar,1987-07-02,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2016,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2016,Ahsan Malik,1989-08-28,Right-handed,,Dutch
Netherlands,2016,Vivian Kingma,1994-10-23,Right-handed,,Dutch
Netherlands,2016,Logan van Beek,1990-09-07,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2016,Timm van der Gugten,1991-02-25,Right-handed,Right-arm medium fast,Dutch
Netherlands,2016,Paul van Meekeren,1989-08-29,Right-handed,Right-arm fast-medium,Dutch
Netherlands,2021,Ben Cooper,1992-02-10,Left-handed,,Dutch
Netherlands,2021,Scott Edwards,1996-08-23,Right-handed,Wicket-keeper,Dutch
Netherlands,2021,Stephan Myburgh,1984-02-28,Left-handed,,Dutch
Netherlands,2021,Max O'Dowd,1994-03-04,Right-handed,Off spin,Dutch
Netherlands,2021,Pieter Seelaar,1987-07-02,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2021,Colin Ackermann,1991-04-04,Right-handed,Right-arm off spin,Dutch
Netherlands,2021,Bas de Leede,1999-11-15,Right-handed,Medium seam,Dutch
Netherlands,2021,Ryan ten Doeschate,1980-06-30,Left-handed,Right-arm medium-fast,Dutch
Netherlands,2021,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2021,Philippe Boissevain,2000-10-18,Right-handed,Leg spin,Dutch
Netherlands,2021,Brandon Glover,1997-04-03,Right-handed,Fast seam,Dutch
Netherlands,2021,Fred Klaassen,1992-11-13,Right-handed,Medium seam,Dutch
Netherlands,2021,Logan van Beek,1990-09-07,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2021,Timm van der Gugten,1991-02-25,Right-handed,Right-arm medium fast,Dutch
Netherlands,2021,Paul van Meekeren,1989-08-29,Right-handed,Right-arm fast-medium,Dutch
Netherlands,2022,Scott Edwards,1996-08-23,Right-handed,Wicket-keeper,Dutch
Netherlands,2022,Tom Cooper,1986-11-26,Right-handed,Right-arm leg break,Australian
Netherlands,2022,Stephan Myburgh,1984-02-28,Left-handed,,Dutch
Netherlands,2022,Max O'Dowd,1994-03-04,Right-handed,Off spin,Dutch
Netherlands,2022,Vikramjit Singh,2003-01-09,Left-handed,Right-arm medium,
Netherlands,2022,Colin Ackermann,1991-04-04,Right-handed,Right-arm off spin,Dutch
Netherlands,2022,Bas de Leede,1999-11-15,Right-handed,Medium seam,Dutch
Netherlands,2022,Teja Nidamanuru,1994-08-22,Right-handed,Right-arm off break,
Netherlands,2022,Tim Pringle,2002-08-29,Right-handed,Slow left-arm orthodox,
Netherlands,2022,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2022,Brandon Glover,1997-04-03,Right-handed,Fast seam,Dutch
Netherlands,2022,Fred Klaassen,1992-11-13,Right-handed,Medium seam,Dutch
Netherlands,2022,Shariz Ahmad,2003-04-21,Left-handed,Right-arm leg spin,
Netherlands,2022,Logan van Beek,1990-09-07,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2022,Timm van der Gugten,1991-02-25,Right-handed,Right-arm medium fast,Dutch
Netherlands,2022,Paul van Meekeren,1989-08-29,Right-handed,Right-arm fast-medium,Dutch
Netherlands,2024,Scott Edwards,1996-08-23,Right-handed,Wicket-keeper,Dutch
Netherlands,2024,Wesley Barresi,1984-05-03,Right-handed,Right-arm off spin,Dutch
Netherlands,2024,Michael Levitt,2003-06-19,Right-handed,Right-arm medium,
Netherlands,2024,Max O'Dowd,1994-03-04,Right-handed,Off spin,Dutch
Netherlands,2024,Vikramjit Singh,2003-01-09,Left-handed,Right-arm medium,
Netherlands,2024,Bas de Leede,1999-11-15,Right-handed,Medium seam,Dutch
Netherlands,2024,Sybrand Engelbrecht,1988-09-15,Right-handed,Right-arm off break,
Netherlands,2024,Teja Nidamanuru,1994-08-22,Right-handed,Right-arm off break,
Netherlands,2024,Tim Pringle,2002-08-29,Right-handed,Slow left-arm orthodox,
Netherlands,2024,Saqib Zulfiqar,1997-03-28,Right-handed,Orthodox spin,Dutch
Netherlands,2024,Aryan Dutt,2003-05-12,Right-handed,Off spin,Dutch
Netherlands,2024,Vivian Kingma,1994-10-23,Right-handed,,Dutch
Netherlands,2024,Kyle Klein,2001-07-03,Right-handed,Right-arm medium-fast,
Netherlands,2024,Logan van Beek,1990-09-07,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2024,Paul van Meekeren,1989-08-29,Right-handed,Right-arm fast-medium,Dutch
New Zealand,2007,Peter Fulton,1979-02-01,Right-handed,Right-arm medium,New Zealander
New Zealand,2007,Gareth Hopkins,,,,
New Zealand,2007,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2007,Craig McMillan,1976-09-13,Right-handed,Medium seam,New Zealander
New Zealand,2007,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2007,Lou Vincent,1978-11-11,Right-handed,Right-arm medium,New Zealander
New Zealand,2007,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2007,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2007,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2007,Shane Bond,1975-06-07,Right-handed,Fast seam,New Zealander
New Zealand,2007,Mark Gillespie,1979-10-17,Right-handed,Right-arm fast-medium,New Zealander
New Zealand,2007,Chris Martin,1979-12-10,Right-handed,Right-arm fast-medium,
New Zealand,2007,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2007,Jeetan Patel,1980-05-07,Right-handed,Right-arm off break,New Zealander
New Zealand,2007,Bradley Scott,,,,
New Zealand,2009,Neil Broom,1983-11-20,Right-handed,,New Zealander
New Zealand,2009,Brendon Diamanti,,,,
New Zealand,2009,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2009,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2009,Peter McGlashan,,,,
New Zealand,2009,Aaron Redmond,,,,
New Zealand,2009,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2009,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2009,James Franklin,1980-11-07,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,2009,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2009,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2009,Ian Butler,,,,
New Zealand,2009,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2009,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2009,Iain O'Brien,,,,
New Zealand,2010,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2010,Gareth Hopkins,,,,
New Zealand,2010,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2010,Rob Nicol,1983-05-28,Right-handed,,New Zealander
New Zealand,2010,Aaron Redmond,,,,
New Zealand,2010,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2010,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2010,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2010,Jesse Ryder,1984-08-06,Left-handed,Right-arm medium,New Zealander
New Zealand,2010,Scott Styris,1975-07-10,Right-handed,Medium seam,New Zealander
New Zealand,2010,Shane Bond,1975-06-07,Right-handed,Fast seam,New Zealander
New Zealand,2010,Ian Butler,,,,
New Zealand,2010,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2010,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2010,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2012,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2012,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2012,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2012,Rob Nicol,1983-05-28,Right-handed,,New Zealander
New Zealand,2012,BJ Watling,1985-07-09,Right-handed,,New Zealander
New Zealand,2012,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2012,James Franklin,1980-11-07,Right-handed,Left-arm fast-medium,New Zealander
New Zealand,2012,Jacob Oram,1978-07-28,Left-handed,Fast seam,New Zealander
New Zealand,2012,Daniel Vettori,1979-01-27,Left-handed,Orthodox spin,New Zealander
New Zealand,2012,Doug Bracewell,1990-09-28,Left-handed,,New Zealander
New Zealand,2012,Ronnie Hira,,,,
New Zealand,2012,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2012,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2012,Adam Milne,1992-04-13,Right-handed,Fast seam,New Zealander
New Zealand,2012,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2014,Brendon McCullum,1981-09-27,Right-handed,Medium seam,New Zealander
New Zealand,2014,Anton Devcich,1985-09-26,Left-handed,,New Zealander
New Zealand,2014,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2014,Colin Munro,1987-03-11,Left-handed,Medium seam,New Zealander
New Zealand,2014,Luke Ronchi,1981-04-23,Right-handed,Wicket-keeper,New Zealander
New Zealand,2014,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2014,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2014,Corey Anderson,1990-12-13,Left-handed,Left-arm medium,New Zealander
New Zealand,2014,James Neesham,1990-09-17,Left-handed,Right-arm medium-fast,
New Zealand,2014,Trent Boult,1989-07-22,Right-handed,Fast seam,New Zealander
New Zealand,2014,Ronnie Hira,,,,
New Zealand,2014,Mitchell McClenaghan,1986-06-11,Left-handed,Left-arm fast-medium,New Zealander
New Zealand,2014,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2014,Kyle Mills,1979-03-15,Right-handed,Fast seam,New Zealander
New Zealand,2014,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2016,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2016,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2016,Colin Munro,1987-03-11,Left-handed,Medium seam,New Zealander
New Zealand,2016,Henry Nicholls,1991-11-15,Left-handed,Off spin,New Zealander
New Zealand,2016,Luke Ronchi,1981-04-23,Right-handed,Wicket-keeper,New Zealander
New Zealand,2016,Ross Taylor,1984-03-08,Right-handed,Off spin,New Zealander
New Zealand,2016,Corey Anderson,1990-12-13,Left-handed,Left-arm medium,New Zealander
New Zealand,2016,Grant Elliott,1979-03-21,Right-handed,Right-arm medium,New Zealander
New Zealand,2016,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2016,Trent Boult,1989-07-22,Right-handed,Fast seam,New Zealander
New Zealand,2016,Mitchell McClenaghan,1986-06-11,Left-handed,Left-arm fast-medium,New Zealander
New Zealand,2016,Nathan McCullum,1980-09-01,Right-handed,Right-arm off break,New Zealander
New Zealand,2016,Adam Milne,1992-04-13,Right-handed,Fast seam,New Zealander
New Zealand,2016,Ish Sodhi,1992-10-31,Right-handed,Leg spin,New Zealander
New Zealand,2016,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
