team,year,player_name,dob,batting_style,bowling_style,nationality
Pakistan,2017,Babar Azam,1994-10-15,Right-handed,Off spin,Pakistani
Pakistan,2017,Fakhar Zaman,1990-04-10,Left-handed,Orthodox spin,Pakistani
Pakistan,2017,Haris Sohail,1989-01-09,Left-handed,Orthodox spin,Pakistani
Pakistan,2017,Faheem Ashraf,1994-01-16,Left-handed,Medium seam,Pakistani
Pakistan,2017,Imad Wasim,1988-12-18,Left-handed,Orthodox spin,Pakistani
Pakistan,2017,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2017,Shadab Khan,1998-10-04,Right-handed,Leg spin,Pakistani
Pakistan,2017,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2017,Hasan Ali,1994-07-02,Right-handed,Medium seam,Pakistani
Pakistan,2017,Junaid Khan,1989-12-24,Right-handed,Fast seam,Pakistani
Pakistan,2017,Mohammad Amir,1992-04-13,Left-handed,Fast seam,Pakistani
Pakistan,2017,Rumman Raees,1991-10-18,Right-handed,,Pakistani
Pakistan,2025,Mohammad Rizwan,1992-06-01,Right-handed,Right-arm medium,Pakistani
Pakistan,2025,Babar Azam,1994-10-15,Right-handed,Off spin,Pakistani
Pakistan,2025,Imam-ul-Haq,1995-12-12,Left-handed,Right-arm leg spin,Pakistani
Pakistan,2025,Saud Shakeel,1995-09-05,Left-handed,Left-arm orthodox spin,Pakistani
Pakistan,2025,Tayyab Tahir,,,,
Pakistan,2025,Usman Khan,1995-05-10,Right-handed,Right-arm off break,
Pakistan,2025,Salman Agha,1993-11-23,Right-handed,Right-arm off break,
Pakistan,2025,Faheem Ashraf,1994-01-16,Left-handed,Medium seam,Pakistani
Pakistan,2025,Kamran Ghulam,,,,
Pakistan,2025,Khushdil Shah,1995-02-07,Left-handed,,Pakistani
Pakistan,2025,Abrar Ahmed,1998-09-11,Right-handed,Right-arm leg break,
Pakistan,2025,Haris Rauf,1993-11-07,Right-handed,Fast seam,Pakistani
Pakistan,2025,Mohammad Hasnain,2000-04-05,Right-handed,Fast seam,Pakistani
Pakistan,2025,Naseem Shah,2003-02-15,Right-handed,Right-arm fast,
Pakistan,2025,Shaheen Shah Afridi,,,,
South Africa,1998,Daryll Cullinan,1967-03-04,Right-handed,Right-arm off break,South African
South Africa,1998,Mike Rindel,,,,
South Africa,1998,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,1998,Hansie Cronje,1969-09-25,Right-handed,Medium seam,South African
South Africa,1998,Jonty Rhodes,1969-07-27,Right-handed,Medium seam,South African
South Africa,1998,Dale Benkenstein,1974-06-09,Right-handed,Right-arm medium/off break,
South Africa,1998,Derek Crookes,1969-03-05,Right-handed,Right-arm off break,
South Africa,1998,Pat Symcox,1960-04-14,Right-handed,Right-arm offbreak,South African
South Africa,1998,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,1998,Nicky Boje,1973-03-20,Left-handed,Slow left-arm orthodox,
South Africa,1998,Alan Dawson,1969-11-27,Right-handed,Right-arm medium-fast,
South Africa,1998,Steve Elworthy,1965-02-23,Right-handed,Right-arm fast-medium,Zimbabwean
South Africa,2000,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2000,Boeta Dippenaar,1977-06-14,Right-handed,Right-arm off break,
South Africa,2000,Gary Kirsten,1967-11-23,Left-handed,Off spin,South African
South Africa,2000,Neil McKenzie,,,,
South Africa,2000,Jonty Rhodes,1969-07-27,Right-handed,Medium seam,South African
South Africa,2000,Shaun Pollock,1973-07-16,Right-handed,Fast seam,South African
South Africa,2000,Andrew Hall,1975-07-31,Right-handed,Right-arm fast-medium,South African
South Africa,2000,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2000,Lance Klusener,1971-09-04,Left-handed,Fast seam,South African
South Africa,2000,Nicky Boje,1973-03-20,Left-handed,Slow left-arm orthodox,
South Africa,2000,Allan Donald,1966-10-20,Right-handed,Fast seam,South African
South Africa,2000,Makhaya Ntini,1977-07-06,Right-handed,Fast seam,South African
South Africa,2000,Roger Telemachus,1973-03-27,Right-handed,Right-arm fast-medium,
South Africa,2000,Shafiek Abrahams,,,,
South Africa,2002,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2002,Dale Benkenstein,1974-06-09,Right-handed,Right-arm medium/off break,
South Africa,2002,Makhaya Ntini,1977-07-06,Right-handed,Fast seam,South African
South Africa,2002,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2002,Justin Ontong,,,,
South Africa,2002,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2002,Boeta Dippenaar,1977-06-14,Right-handed,Right-arm off break,
South Africa,2002,Jonty Rhodes,1969-07-27,Right-handed,Medium seam,South African
South Africa,2002,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2002,Lance Klusener,1971-09-04,Left-handed,Fast seam,South African
South Africa,2002,Robin Peterson,1979-08-04,Right-handed,Slow left-arm orthodox,South African
South Africa,2002,Shaun Pollock,1973-07-16,Right-handed,Fast seam,South African
South Africa,2002,Nicky Boje,1973-03-20,Left-handed,Slow left-arm orthodox,
South Africa,2002,Alan Dawson,1969-11-27,Right-handed,Right-arm medium-fast,
South Africa,2002,Allan Donald,1966-10-20,Right-handed,Fast seam,South African
South Africa,2004,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2004,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2004,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2004,Jacques Rudolph,,,,
South Africa,2004,Martin van Jaarsveld,,,,
South Africa,2004,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2004,Shaun Pollock,1973-07-16,Right-handed,Fast seam,South African
South Africa,2004,Lance Klusener,1971-09-04,Left-handed,Fast seam,South African
South Africa,2004,Nicky Boje,1973-03-20,Left-handed,Slow left-arm orthodox,
South Africa,2004,Charl Langeveldt,1974-12-17,Left-handed,Right-arm fast-medium,South African
South Africa,2004,Makhaya Ntini,1977-07-06,Right-handed,Fast seam,South African
South Africa,2006,Loots Bosman,1977-04-14,Right-handed,Right-arm medium,South African
South Africa,2006,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2006,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2006,Boeta Dippenaar,1977-06-14,Right-handed,Right-arm off break,
South Africa,2006,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2006,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2006,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2006,Charl Langeveldt,1974-12-17,Left-handed,Right-arm fast-medium,South African
South Africa,2006,Justin Kemp,1977-10-02,Right-handed,Fast seam,South African
South Africa,2006,Shaun Pollock,1973-07-16,Right-handed,Fast seam,South African
South Africa,2006,Andrew Hall,1975-07-31,Right-handed,Right-arm fast-medium,South African
South Africa,2006,Robin Peterson,1979-08-04,Right-handed,Slow left-arm orthodox,South African
South Africa,2006,Andre Nel,1977-07-15,Right-handed,Right-arm fast-medium,South African
South Africa,2006,Makhaya Ntini,1977-07-06,Right-handed,Fast seam,South African
South Africa,2009,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2009,Hashim Amla,1983-03-31,Right-handed,Medium seam,South African
South Africa,2009,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2009,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2009,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2009,Johan Botha,1982-05-02,Left-handed,Right-arm off break,South African
South Africa,2009,Jean-Paul Duminy,,,,
South Africa,2009,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2009,Albie Morkel,1981-06-10,Left-handed,,South African
South Africa,2009,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,Dutch
South Africa,2009,Makhaya Ntini,1977-07-06,Right-handed,Fast seam,South African
South Africa,2009,Wayne Parnell,1989-07-30,Left-handed,Left-arm fast-medium,South African
South Africa,2009,Robin Peterson,1979-08-04,Right-handed,Slow left-arm orthodox,South African
South Africa,2009,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2009,Lonwabo Tsotsobe,1984-03-07,Right-handed,Left-arm fast-medium,South African
South Africa,2013,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2013,Hashim Amla,1983-03-31,Right-handed,Medium seam,South African
South Africa,2013,Faf du Plessis,1984-07-13,Right-handed,Leg spin,South African
South Africa,2013,Colin Ingram,1985-07-03,Right-handed,Right-arm leg break,South African
South Africa,2013,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2013,Alviro Petersen,1980-12-05,Right-handed,,South African
South Africa,2013,Farhaan Behardien,1983-10-09,Right-handed,Right-arm medium,South African
South Africa,2013,Jean-Paul Duminy,,,,
South Africa,2013,Ryan McLaren,1983-02-09,Left-handed,,South African
South Africa,2013,Chris Morris,1987-04-30,Right-handed,Fast seam,South African
South Africa,2013,Rory Kleinveldt,1983-03-15,Right-handed,,South African
South Africa,2013,Robin Peterson,1979-08-04,Right-handed,Slow left-arm orthodox,South African
South Africa,2013,Aaron Phangiso,1984-01-21,Right-handed,Slow left-arm orthodox,South African
South Africa,2013,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2013,Lonwabo Tsotsobe,1984-03-07,Right-handed,Left-arm fast-medium,South African
South Africa,2017,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2017,Hashim Amla,1983-03-31,Right-handed,Medium seam,South African
South Africa,2017,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2017,Faf du Plessis,1984-07-13,Right-handed,Leg spin,South African
South Africa,2017,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2017,Farhaan Behardien,1983-10-09,Right-handed,Right-arm medium,South African
South Africa,2017,Jean-Paul Duminy,,,,
South Africa,2017,Chris Morris,1987-04-30,Right-handed,Fast seam,South African
South Africa,2017,Andile Phehlukwayo,1996-03-03,Left-handed,Medium seam,South African
South Africa,2017,Dwaine Pretorius,1989-03-29,Right-handed,Medium seam,South African
South Africa,2017,Imran Tahir,1979-03-27,Right-handed,Leg spin,South African
South Africa,2017,Keshav Maharaj,1990-02-07,Right-handed,Orthodox spin,South African
South Africa,2017,Morne Morkel,1984-10-06,Left-handed,Fast seam,South African
South Africa,2017,Wayne Parnell,1989-07-30,Left-handed,Left-arm fast-medium,South African
South Africa,2017,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2025,Temba Bavuma,1990-05-17,Right-handed,Medium seam,South African
South Africa,2025,Tony de Zorzi,,,,
South Africa,2025,Heinrich Klaasen,1991-07-30,Right-handed,Right-arm off spin,South African
South Africa,2025,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2025,Ryan Rickelton,1996-07-11,Left-handed,Slow left-arm orthodox,
South Africa,2025,Tristan Stubbs,2000-08-14,Right-handed,Right-arm off spin,
South Africa,2025,Rassie van der Dussen,1989-02-07,Right-handed,Leg spin,South African
South Africa,2025,Corbin Bosch,1994-09-10,Right-handed,Right-arm fast medium,
South Africa,2025,Marco Jansen,2000-05-01,Right-handed,Left-arm fast-medium,
South Africa,2025,Aiden Markram,1994-10-04,Right-handed,Off spin,South African
South Africa,2025,Wiaan Mulder,1998-02-19,Right-handed,Medium seam,South African
South Africa,2025,Keshav Maharaj,1990-02-07,Right-handed,Orthodox spin,South African
South Africa,2025,Lungi Ngidi,1996-03-29,Right-handed,Fast seam,South African
South Africa,2025,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2025,Tabraiz Shamsi,1990-02-18,Right-handed,Unorthodox spin,South African
Sri Lanka,1998,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,1998,Romesh Kaluwitharana,1969-11-24,Right-handed,,Sri Lankan
Sri Lanka,1998,Marvan Atapattu,1970-11-22,Right-handed,Leg spin,Sri Lankan
Sri Lanka,1998,Aravinda de Silva,1965-10-17,Right-handed,Off spin,Sri Lankan
Sri Lanka,1998,Arjuna Ranatunga,1963-12-01,Left-handed,Medium seam,Sri Lankan
Sri Lanka,1998,Roshan Mahanama,1966-05-31,Right-handed,,Sri Lankan
Sri Lanka,1998,Upul Chandana,1972-05-07,Right-handed,Leg spin,Sri Lankan
Sri Lanka,1998,Kumar Dharmasena,1971-04-24,Right-handed,Off spin,Sri Lankan
Sri Lanka,1998,Muthiah Muralidaran,,,,
Sri Lanka,1998,Chaminda Vaas,1974-01-27,Left-handed,Fast seam,Sri Lankan
Sri Lanka,1998,Nuwan Zoysa,,,,
Sri Lanka,2000,Russel Arnold,1973-10-25,Right-handed,Right-arm off break,Sri Lankan
Sri Lanka,2000,Marvan Atapattu,1970-11-22,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2000,Avishka Gunawardene,1977-05-26,Right-handed,,Sri Lankan
Sri Lanka,2000,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2000,Romesh Kaluwitharana,1969-11-24,Right-handed,,Sri Lankan
Sri Lanka,2000,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2000,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2000,Kumar Dharmasena,1971-04-24,Right-handed,Off spin,Sri Lankan
Sri Lanka,2000,Upul Chandana,1972-05-07,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2000,Muthiah Muralidaran,,,,
Sri Lanka,2000,Eric Upashantha,1972-06-10,Right-handed,Right-arm fast-medium,Sri Lankan
Sri Lanka,2000,Chaminda Vaas,1974-01-27,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2000,Pramodya Wickramasinghe,1971-08-14,Right-handed,Right-arm fast,Sri Lankan
Sri Lanka,2000,Nuwan Zoysa,,,,
Sri Lanka,2002,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2002,Marvan Atapattu,1970-11-22,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2002,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2002,Aravinda de Silva,1965-10-17,Right-handed,Off spin,Sri Lankan
Sri Lanka,2002,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2002,Russel Arnold,1973-10-25,Right-handed,Right-arm off break,Sri Lankan
Sri Lanka,2002,Upul Chandana,1972-05-07,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2002,Chaminda Vaas,1974-01-27,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2002,Muthiah Muralidaran,,,,
Sri Lanka,2002,Dilhara Fernando,1979-07-19,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2002,Pulasthi Gunaratne,1973-09-27,Right-handed,Right-arm fast-medium,Sri Lankan
Sri Lanka,2004,Avishka Gunawardene,1977-05-26,Right-handed,,Sri Lankan
Sri Lanka,2004,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2004,Marvan Atapattu,1970-11-22,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2004,Saman Jayantha,,,,
Sri Lanka,2004,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2004,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2004,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2004,Upul Chandana,1972-05-07,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2004,Chaminda Vaas,1974-01-27,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2004,Farveez Maharoof,1984-09-07,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2004,Nuwan Zoysa,,,,
Sri Lanka,2006,Upul Tharanga,1985-02-02,Left-handed,,Sri Lankan
Sri Lanka,2006,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2006,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2006,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2006,Chamara Kapugedera,1987-02-24,Right-handed,Right-arm medium,Sri Lankan
Sri Lanka,2006,Marvan Atapattu,1970-11-22,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2006,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2006,Farveez Maharoof,1984-09-07,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2006,Chaminda Vaas,1974-01-27,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2006,Muthiah Muralidaran,,,,
Sri Lanka,2006,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2006,Ruchira Perera,,,,
Sri Lanka,2006,Dilhara Fernando,1979-07-19,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2009,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2009,Thilina Kandamby,1982-06-04,Left-handed,,Sri Lankan
Sri Lanka,2009,Chamara Kapugedera,1987-02-24,Right-handed,Right-arm medium,Sri Lankan
Sri Lanka,2009,Thilan Samaraweera,1976-09-22,Right-handed,Off spin,Sri Lankan
Sri Lanka,2009,Upul Tharanga,1985-02-02,Left-handed,,Sri Lankan
Sri Lanka,2009,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2009,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2009,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2009,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Ajantha Mendis,1985-03-11,Right-handed,Off spin,Sri Lankan
Sri Lanka,2009,Muthiah Muralidaran,,,,
Sri Lanka,2009,Dhammika Prasad,1983-05-30,Right-handed,Right-arm fast-medium,Sri Lankan
Sri Lanka,2009,Thilan Thushara,,,,
Sri Lanka,2013,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2013,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2013,Kusal Perera,1990-08-17,Left-handed,Left-arm medium,Sri Lankan
Sri Lanka,2013,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2013,Lahiru Thirimanne,1989-08-09,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2013,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2013,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2013,Jeevan Mendis,1983-01-15,Left-handed,Leg spin,Sri Lankan
Sri Lanka,2013,Thisara Perera,1989-04-03,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2013,Shaminda Eranga,1986-06-23,Right-handed,,Sri Lankan
Sri Lanka,2013,Rangana Herath,1978-03-19,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2013,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2013,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2013,Sachithra Senanayake,1985-02-09,Right-handed,Right-arm off break,Sri Lankan
Sri Lanka,2013,Dilhara Lokuhettige,1980-07-03,Right-handed,,Sri Lankan
Sri Lanka,2017,Upul Tharanga,1985-02-02,Left-handed,,Sri Lankan
Sri Lanka,2017,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2017,Niroshan Dickwella,1993-06-23,Left-handed,,Sri Lankan
Sri Lanka,2017,Asela Gunaratne,1986-01-08,Right-handed,,Sri Lankan
Sri Lanka,2017,Kusal Mendis,1995-02-02,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2017,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2017,Dhananjaya de Silva,1991-09-06,Right-handed,Off spin,Sri Lankan
Sri Lanka,2017,Danushka Gunathilaka,1991-03-17,Left-handed,Off spin,Sri Lankan
Sri Lanka,2017,Thisara Perera,1989-04-03,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2017,Seekkuge Prasanna,1985-06-27,Right-handed,,Sri Lankan
Sri Lanka,2017,Nuwan Pradeep,1986-10-19,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2017,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2017,Suranga Lakmal,1987-03-10,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2017,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2017,Lakshan Sandakan,1991-06-10,Right-handed,Unorthodox spin,Sri Lankan
U.S.A.,2004,Rohan Alexander,,,,
U.S.A.,2004,Mark Johnson,,,,
U.S.A.,2004,Leon Romero,,,,
U.S.A.,2004,Steve Massiah,,,,
U.S.A.,2004,Richard Staple,,,,
U.S.A.,2004,Nasir Javed,,,,
U.S.A.,2004,Clayton Lambert,,,,
U.S.A.,2004,Donovam Blake,,,,
U.S.A.,2004,Jignesh Desai,,,,
U.S.A.,2004,Aijaz Ali,,,,
U.S.A.,2004,Rashid,,,,
U.S.A.,2004,Tony Reid,,,,
U.S.A.,2004,Howard Johnson,,,,
West Indies,1998,Philo Wallace,,,,
West Indies,1998,Stuart Williams,1969-08-12,Right-handed,Right-arm medium,Nevis
West Indies,1998,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
West Indies,1998,Brian Lara,1969-05-02,Left-handed,Leg spin,West Indian
West Indies,1998,Carl Hooper,1966-12-15,Right-handed,Off spin,West Indian
West Indies,1998,Keith Arthurton,1965-02-21,Right-handed,,Nevis
West Indies,1998,Phil Simmons,1963-04-18,Right-handed,Right-arm medium,Trinidadian
West Indies,1998,Ridley Jacobs,1967-11-26,Right-handed,Wicket-keeper,Antiguan
West Indies,1998,Rawl Lewis,,,,
West Indies,1998,Nixon McLean,1973-07-20,Right-handed,Right-arm fast-medium,West Indian
West Indies,1998,Mervyn Dillon,1974-06-05,Right-handed,Fast seam,West Indian
West Indies,1998,Reon King,1975-10-06,Right-handed,Right-arm fast-medium,
West Indies,2000,Courtney Browne,1970-12-07,Right-handed,Wicket-keeper,English
West Indies,2000,Sherwin Campbell,1970-11-01,Right-handed,Right-arm medium pace,Barbados
West Indies,2000,Wavell Hinds,1976-09-07,Right-handed,Right-arm medium,Jamaican
West Indies,2000,Brian Lara,1969-05-02,Left-handed,Leg spin,West Indian
West Indies,2000,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2000,Jimmy Adams,1968-01-09,Right-handed,Slow left-arm orthodox,Jamaican
West Indies,2000,Mahendra Nagamootoo,,,,
West Indies,2000,Mervyn Dillon,1974-06-05,Right-handed,Fast seam,West Indian
West Indies,2000,Kerry Jeremy,,,,
West Indies,2000,Nixon McLean,1973-07-20,Right-handed,Right-arm fast-medium,West Indian
West Indies,2000,Azeemul Haniff,,,,
West Indies,2000,Sylvester Joseph,,,,
West Indies,2000,Colin Stuart,,,,
West Indies,2000,Laurie Williams,,,,
West Indies,2002,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2002,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
West Indies,2002,Brian Lara,1969-05-02,Left-handed,Leg spin,West Indian
West Indies,2002,Carl Hooper,1966-12-15,Right-handed,Off spin,West Indian
West Indies,2002,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2002,Wavell Hinds,1976-09-07,Right-handed,Right-arm medium,Jamaican
West Indies,2002,Ridley Jacobs,1967-11-26,Right-handed,Wicket-keeper,Antiguan
West Indies,2002,Mahendra Nagamootoo,,,,
West Indies,2002,Vasbert Drakes,1969-08-05,Right-handed,Right-arm medium-fast,Barbados
West Indies,2002,Mervyn Dillon,1974-06-05,Right-handed,Fast seam,West Indian
West Indies,2002,Pedro Collins,1976-08-12,Right-handed,Left-arm fast-medium,Barbados
West Indies,2004,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2004,Wavell Hinds,1976-09-07,Right-handed,Right-arm medium,Jamaican
West Indies,2004,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2004,Brian Lara,1969-05-02,Left-handed,Leg spin,West Indian
West Indies,2004,Ricardo Powell,1978-12-16,Right-handed,Right-arm off break,Jamaican
West Indies,2004,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
West Indies,2004,Sylvester Joseph,,,,
West Indies,2004,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2004,Courtney Browne,1970-12-07,Right-handed,Wicket-keeper,English
West Indies,2004,Mervyn Dillon,1974-06-05,Right-handed,Fast seam,West Indian
West Indies,2004,Ian Bradshaw,1974-07-09,Right-handed,Left-arm fast-medium,Barbados
West Indies,2004,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2004,Ryan Hinds,,,,
West Indies,2004,Corey Collymore,1977-12-21,Right-handed,Right-arm fast-medium,Barbados
West Indies,2006,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2006,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
West Indies,2006,Brian Lara,1969-05-02,Left-handed,Leg spin,West Indian
West Indies,2006,Runako Morton,,,,
West Indies,2006,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2006,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2006,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2006,Dwayne Smith,1983-04-12,Right-handed,Right-arm medium,West Indian
West Indies,2006,Wavell Hinds,1976-09-07,Right-handed,Right-arm medium,Jamaican
West Indies,2006,Carlton Baugh,1982-03-05,Right-handed,Wicket-keeper,
West Indies,2006,Jerome Taylor,1984-06-22,Right-handed,Fast seam,West Indian
West Indies,2006,Ian Bradshaw,1974-07-09,Right-handed,Left-arm fast-medium,Barbados
West Indies,2006,Corey Collymore,1977-12-21,Right-handed,Right-arm fast-medium,Barbados
West Indies,2006,Fidel Edwards,,,,
West Indies,2009,Floyd Reifer,,,,
West Indies,2009,Royston Crandon,,,,
West Indies,2009,Travis Dowlin,,,,
West Indies,2009,Andre Fletcher,1987-11-28,Right-handed,,West Indian
West Indies,2009,Kieran Powell,1990-03-06,Right-handed,,West Indian
West Indies,2009,Dale Richards,,,,
West Indies,2009,Devon Smith,1981-10-21,Left-handed,Right-arm off break,West Indian
West Indies,2009,Chadwick Walton,1985-07-03,Right-handed,,West Indian
West Indies,2009,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2009,Tino Best,1981-08-26,Right-handed,,West Indian
West Indies,2009,Nikita Miller,1982-05-16,Right-handed,Slow left-arm orthodox,West Indian
West Indies,2009,Kemar Roach,1988-06-30,Right-handed,Fast seam,West Indian
West Indies,2009,Gavin Tonge,,,,
West Indies,2009,David Bernard,,,,
